YearsExperience,Salary
1.2000000000000002,39344.0
1.4,46206.0
1.6,37732.0
2.1,43526.0
2.3000000000000003,39892.0
3.0,56643.0
3.1,60151.0
3.3000000000000003,54446.0
3.3000000000000003,64446.0
3.8,57190.0
4.0,63219.0
4.1,55795.0
4.1,56958.0
4.199999999999999,57082.0
4.6,61112.0
5.0,67939.0
5.199999999999999,66030.0
5.4,83089.0
6.0,81364.0
6.1,93941.0
6.9,91739.0
7.199999999999999,98274.0
8.0,101303.0
8.299999999999999,113813.0
8.799999999999999,109432.0
9.1,105583.0
9.6,116970.0
9.7,112636.0
10.4,122392.0
10.6,121873.0
8.327034664977376,103989.9126808069
1.9055589028145028,44076.112424765044
10.15115923446604,120057.96429986585
9.850852681333215,117624.8763355124
6.620926338500568,88082.35271050675
2.4507392331769466,46627.23816631385
3.9392709170636393,61834.51547790022
3.6016188233543907,57738.04218353842
10.33690996135688,121937.00999298763
7.7987074473522195,98544.10248537987
4.22899285013527,64179.93610761642
9.197216034038329,113217.64159428894
9.333205839808496,115513.09859266615
3.0875168537621938,55868.72566341
10.580536354781575,126917.1809903685
1.9998417976270093,44927.3158546542
9.52214497476928,116160.8673402751
8.89169725988588,105307.23144969101
8.722733562317064,105831.83220921348
6.283609007622644,83385.57937057332
4.143709278824159,63392.337820336346
10.594180230540644,128745.76692970796
9.748322893588956,117676.84938670626
4.897391864630921,68889.85795307539
7.188299312238115,92788.27459370116
6.524067171856684,83073.44532879752
1.7277301640471385,40812.10926409944
3.540088199841291,56681.21029916497
5.821784877303761,79639.50979388785
3.6417721484130037,59485.15354999569
8.898943263447638,107661.88155321252
7.806954305630265,98934.95644682046
6.155945485278115,85906.09917441806
2.6805155877429327,51368.221927630795
9.552212001163682,115973.66752757384
8.025746072513112,98147.56257403374
4.62243843742179,69653.84023378411
8.512922726761122,104604.17406087603
10.333656177431937,124642.07063086262
9.24488212035801,117728.73464501697
10.003338927238094,120036.60534886333
10.284310443551895,122284.7075440539
8.479114307947805,102063.900683853
8.00950644982726,101539.12643112025
5.551211959995241,81351.87654222194
10.534212620822966,122855.44986048192
4.964997646515109,71586.37526300526
6.115291758835494,86098.70283736411
8.501760828674975,105144.47750834578
8.855272218772754,109620.10838546544
10.451081083502125,124535.55011133586
4.586755937137752,67837.78349280595
7.901183863203161,96905.9951965444
9.934394055369559,118284.96602075938
7.106185500548928,91157.76476211027
8.986531895064617,111471.67370126987
5.138475838232459,75754.69973745826
6.9749508282628,91503.77107226543
7.38610887895648,94569.87165263658
2.622329258670174,62479.3928894243
1.6382585636454885,40899.35321426459
4.136631803083789,61488.789393508036
6.971848043210513,89998.75161187495
1.6951008788569901,39611.38721957892
9.099252901755001,112680.15122779825
5.724400400747201,75163.83595531445
8.769158170077155,112736.4132350976
6.051126046658678,81178.60449637391
4.434498444282541,67357.66565780486
3.084503646348133,57663.90192736137
4.254138910838174,62883.21502160326
9.958895586056965,117981.28901323461
6.334333218759795,83682.80980966326
5.926848432202699,82010.96469479558
4.935279935560374,71940.64179592686
2.7888166969430053,49532.931019804666
10.22020213776672,124329.49754008281
6.261039689858209,81371.3973193963
9.240986677060008,174409.50289315105
2.9960948795151734,50832.8931010993
7.218160068058264,95275.90911380654
1.8812559588091204,41286.69927659689
4.962171724644742,69744.90433938023
3.766539972228066,63411.105788913206
1.4656779621874594,41927.83847022114
7.757233326069955,96872.22612308382
5.114106046012708,69960.87705753725
10.158571627069072,113825.11918545529
2.621829784157485,48782.403692700085
9.769699042074095,115132.49893083294
5.053291027794489,71526.83079357183
1.6619179413817418,37369.12129901703
6.9435222559961565,88865.10769851346
2.6857208887342168,46827.991386397116
7.494180835139023,96733.55598839621
4.098358756298969,61388.25575556275
2.79255590427363,53156.27417020767
4.095927896036779,61059.52295763555
1.2486418476730485,40080.255032088986
1.3195659519784944,35836.20136189851
8.944971984445182,111185.65965620903
2.2054157055981367,48279.83691202606
3.7477013839044075,60752.74199076926
8.622919479954067,103357.37905044414
3.0239741624178604,52042.62388520043
9.313611401272826,109963.18151229343
1.7305217453015354,41560.861894633235
3.1821538764037895,58529.730663439026
3.890172918480549,57472.53696822448
7.122502600921668,92974.02644259264
3.1823284227316817,54962.45326240749
4.508884397032238,66895.93342877833
6.428765104034777,83949.17659224721
1.6762002638056233,37834.253774875775
3.4512820501475896,56985.552439025785
1.2353576990018411,34754.16849388599
2.1341570954135616,41147.99100045438
9.068977383514913,113593.90625994565
5.372508029757428,76793.93614416437
3.89194113083467,64763.44557090492
7.037298681198966,93334.32856258671
9.720697053390094,115605.55589243986
8.240675235137163,101993.33046477831
9.368861515374313,110804.61095975223
8.972659648320263,110509.13483299981
5.7862801154018015,80065.25945693915
5.409530201313789,76272.52931407503
8.390039879647631,104135.7100678929
2.205308169616597,42404.34134684029
4.51269134115609,65842.75636265837
7.700308351036668,98411.46806738258
3.3474626013841546,55527.525535174034
10.518923145386854,129684.21398462645
4.721808159005513,72447.80537170736
3.480593513743869,56965.78328111919
8.861393719121075,103577.08109480115
2.1855522413139545,45220.558002587415
5.919008521433104,83991.60884188762
3.375366500278526,62349.578987789944
5.147267833972908,71702.36514421576
6.206392153336271,79791.75724479738
8.766632060229828,104834.80902266296
1.9765581213397299,48144.661341335755
7.310947311610882,113389.42673333714
8.460769041640589,107952.5847438175
2.218951865595086,48771.923285017314
2.8938147362328985,55555.86288831489
4.049690183324618,66283.44226272212
8.30702968230516,107292.71769621267
3.986187002548435,61476.11490060654
10.58470445052884,122904.21568403284
3.8067782065347453,63256.84335680217
3.66433510725701,54346.12604984196
4.157095325904022,61575.27895912882
4.8969167603406225,71353.96289092688
7.300933454345114,95621.6927873507
3.425179842153802,58149.8558992955
1.2500980614345356,37663.87798199958
4.860079801873518,70030.52102819699
9.654185062774108,115131.70515795043
9.550154346030851,115831.10692712806
4.212038197969907,65092.98066994854
9.035524520271824,108651.97549834277
3.613171151251331,60594.01930955988
3.9290336554592042,60870.602305570974
2.6296090138925203,46580.3045193096
2.252510092693419,46442.88302244003
10.384465394622673,196721.5850049135
3.1743956826808257,54259.02149487105
10.589830085476205,126648.61355444501
6.6141290659715555,89529.91745705028
4.273293309537333,68721.20370932583
7.234058245146968,92068.39510494868
6.347130327957442,84703.99515235279
9.217705861679867,109951.65525620857
1.6584828282719717,44127.590641250354
1.5750042640398074,41024.126045891644
